
snap(21,5,-40)

sky(255,217,218)
fog(255,228,217) 
ground(224,213,207)


fadefrom(5000)

name(He Is Coming For You Next)

nlaps(9)

set(30,0,0,250,0)p
set(30,0,5600,250,0)p
set(30,0,11200,250,0)p
set(46,0,11200,250,0)pr
set(30,0,16800,250,0)p
set(50,0,20880,250,180)p
set(30,0,26989,250,0)p
set(30,0,32589,250,180)
chk(60,0,32589,250,0)
set(34,0,37139,250,-90)pt
set(30,-4550,37139,250,90)p
set(46,-6000,37139,250,90)pr
set(30,-10150,37139,250,90)p
set(30,-15750,37139,250,90)p
set(57,-10000,37239,250,90)
set(57,-11000,37039,250,90)
set(57,-12000,37239,250,90)
set(57,-13000,37039,250,90)
set(57,-14000,37239,250,90)
set(57,-15000,37039,250,90)
set(30,-21350,37139,250,90)p
chk(60,-24150,37139,250,90)
set(34,-25900,37139,250,0)pt
set(30,-25900,32589,250,0)p
set(30,-25900,26989,250,0)p
set(49,-25900,22025,250,0)p
set(30,-25900,17061,250,0)p
set(30,-25900,11461,250,0)p
set(30,-25900,5861,250,0)p

set(58,-25900,16000,250,0)
set(58,-25900,14000,250,0)
set(58,-25900,12000,250,0)
set(58,-25900,10000,250,0)
set(58,-25900,8000,250,0)
set(58,-25900,6000,250,0)

set(30,-25900,0,250,0)p
set(53,-25900,3000,250,180)

set(30,-25900,-5600,250,0)p
chk(60,-25900,-8400,250,0)
set(34,-25900,-10150,250,90)pt
set(30,-21350,-10150,250,90)p
set(30,-15750,-10150,250,90)
set(47,-17750,-10150,250,-90)pr
set(30,-10150,-10150,250,90)p
set(30,-4550,-10150,250,90)p
set(34,0,-10150,250,180)pt
set(30,0,-5600,250,0)
chk(60,0,-5600,250,0)

set(44,-6000,-2800,250,180)
set(35,-6000,0,250,0)
set(36,-6000,5600,250,0)
set(35,-6000,11200,250,0)
set(36,-6000,16800,250,180)
set(36,-6000,22400,250,0)
set(35,-6000,28000,250,0)
set(44,-6000,30800,250,0)


set(44,-19900,-2800,250,180)
set(36,-19900,0,250,0)
set(35,-19900,5600,250,0)
set(35,-19900,11200,250,0)
set(36,-19900,16800,250,180)
set(35,-19900,22400,250,0)
set(35,-19900,28000,250,0)
set(44,-19900,30800,250,0)

set(44,-12950,-2800,250,180)po
set(35,-12950,0,250,0)p
set(35,-12950,5600,250,0)p
set(35,-12950,11200,250,0)p
set(55,-12950,11400,250,0)pr
fix(61,-12950,14000,-1000,0)s
set(35,-12950,16800,250,180)
set(55,-12950,16410,250,0)
set(35,-12950,22400,250,0)
set(36,-12950,28000,250,0)
set(44,-12950,30800,250,0)po

maxr(11,4000,-10000)
maxb(7,-12400,-27200)
maxt(7,40400,-27200)
maxl(11,-29600,-10000)

