snap(21,5,-40)

sky(255,228,217)
fog(255,228,217) 
ground(204,193,187)

fadefrom(13865)

name(The Scenic Route)

nlaps(3)

set(30,0,0,250,0)p
set(30,0,5600,250,0)p
set(30,0,11200,250,0)p
set(30,0,16800,250,0)p
set(66,-2000,16800,-9000,40)
set(66,-4000,14800,-4000,-80)
chk(60,0,16800,250,180)
set(40,0,21000,250,180)p
set(37,0,25500,250,0)pt
set(65,1000,0,250,0)
set(65,-1000,0,250,0)
set(65,1000,5600,250,0)
set(65,-1000,5600,250,0)
set(65,1000,11200,250,0)
set(65,-1000,11200,250,0)
set(65,400,16800,-500,0)
set(65,-400,16800,-500,0)
set(65,1000,21000,250,0)
set(65,-1000,21000,250,0)
set(66,0,50000,-10000,0)
set(66,8000,45000,-7000,47)
set(66,14000,5000,-4000,-47)
set(35,4500,25500,250,90)p
set(36,10000,25500,250,90)p
set(35,15000,25500,250,90)p
set(55,15000,25500,250,90)
set(65,21000,29000,250,90)
set(65,20000,30000,250,90)
set(65,16000,20000,-1350,0)
set(65,14000,20000,-975,0)
set(67,15000,20000,250,0)
set(67,22000,32000,250,90)
set(66,30000,20000,-9000,180)
set(66,28000,25000,-5000,-90)
set(66,20000,29000,-4000,15)
set(66,50000,29000,-6000,-15)
set(36,20000,25500,250,90)p
set(41,25000,25500,250,-90)p
chk(60,26000,25500,250,-90)
set(39,29000,25500,250,180)pt
set(38,29000,29500,250,0)p
set(38,29000,34500,250,0)p
set(38,29000,39500,250,0)p
set(38,29000,44500,250,0)p
set(66,24000,64500,-8000,180)
set(66,10000,-34500,-8000,180)
set(67,29000,48500,250,0)pr
set(30,29000,52500,250,0)p
set(30,29000,57500,250,0)p
set(51,29000,58500,250,0)pr
set(51,30400,58500,250,0)
set(51,27600,58500,250,0)
set(51,29000,65500,250,0)
set(51,30400,65500,250,180)
set(51,27600,65500,250,180)
set(30,30400,66500,250,0)
set(30,27600,66500,250,0)
set(33,28900,72100,250,30)
set(32,29100,72100,250,-30)
set(43,30600,74900,250,180)
set(43,27400,74900,250,180)
set(30,29000,74900,250,0)p
set(30,29000,79900,250,0)p
set(56,30900,79900,250,-90)
set(34,29000,83900,250,-90)pt
set(30,25000,83900,250,90)p
fix(61,25000,83900,0,90)
chk(60,25000,83900,250,90)
set(30,20000,83900,250,90)p
set(30,15000,83900,250,90)ph
set(70,15000,83900,250,90)p
set(70,7000,83900,250,-90)p
set(30,0,83900,250,90)p
set(40,-5600,83900,250,-90)p
set(35,-11200,83900,250,90)p
set(35,-16800,83900,250,90)p
chk(62,-16200,83900,250,90)
set(37,-20200,83900,250,0)pt
set(36,-20200,79900,250,0)p
set(35,-20200,74900,250,0)p
set(54,-20200,74900,250,0)pr
set(36,-20200,69900,250,0)p
set(54,-20200,70900,-1250,0)
set(54,-21200,70900,-1250,0)
set(54,-19200,70900,-1250,0)
set(54,-20200,68900,-1250,0)
set(54,-21200,68900,-1250,0)
set(54,-19200,68900,-1250,0)
set(54,-20200,66900,-1250,0)
set(54,-21200,66900,-1250,0)
set(54,-19200,66900,-1250,0)
set(41,-20200,64900,250,180)p
set(64,-20200,59900,250,180)p

set(41,-20200,59900,250,180)p
set(41,-20200,54900,250,180)p
















