
.snap(0,0,0)
snap(10000,10000,10000)

.sky(210,255,255)
.fog(210,255,255)
.ground(225,205,150)

sky(1000,1000,1000)
fog(2,2,2)
ground(1000,1000,1000)

fadefrom(13865)

name(Perform Stunts At Your Own Risk)

nlaps(1)

set(22,0,0,-1000000,0)
set(33,0,0,-1000000,0)
fix(51,0,0,-1000000,0)s

set(22,0,10000,-1000000,0)p
set(23,0,10000,-1000000,0)p
chk(50,0,10000,-1000000,0)

set(22,0,-10000,-1000000,0)p
set(23,0,-10000,-1000000,0)p
chk(50,0,-10000,-1000000,0)

set(22,0,20000,-1000000,0)p
set(23,0,20000,-1000000,0)p
chk(50,0,20000,-1000000,0)

set(22,0,-20000,-1000000,0)p
set(23,0,-20000,-1000000,0)p
chk(50,0,-20000,-1000000,0)

set(22,10000,0,-1000000,0)p
set(23,10000,0,-1000000,0)p
chk(50,10000,0,-1000000,0)

set(22,-10000,0,-1000000,0)p
set(23,-10000,0,-1000000,0)p
chk(50,-10000,0,-1000000,0)

set(22,20000,0,-1000000,0)p
set(23,20000,0,-1000000,0)p
chk(50,20000,0,-1000000,0)

set(22,-20000,0,-1000000,0)p
set(23,-20000,0,-1000000,0)p
chk(50,-20000,0,-1000000,0)

set(22,20000,20000,-1000000,0)p
set(23,20000,20000,-1000000,0)p
chk(50,20000,20000,-1000000,0)

set(22,-20000,-20000,-1000000,0)p
set(23,-20000,-20000,-1000000,0)p
chk(50,-20000,-20000,-1000000,0)

set(22,-20000,20000,-1000000,0)p
set(23,-20000,20000,-1000000,0)p
chk(50,-20000,20000,-1000000,0)

set(22,20000,-20000,-1000000,0)p
set(23,20000,-20000,-1000000,0)p
chk(50,20000,-20000,-1000000,0)

chk(50,0,0,-1000000,0)
set(22,0,10000,-1000000,0)p
set(23,0,10000,-1000000,0)p

set(22,10000,10000,-1000000,0)
set(23,10000,10000,-1000000,0)
set(22,10000,-10000,-1000000,0)
set(23,10000,-10000,-1000000,0)
set(22,-10000,10000,-1000000,0)
set(23,-10000,10000,-1000000,0)
set(22,-10000,-10000,-1000000,0)
set(23,-10000,-10000,-1000000,0)

set(22,20000,10000,-1000000,0)
set(23,20000,10000,-1000000,0)
set(22,20000,-10000,-1000000,0)
set(23,20000,-10000,-1000000,0)
set(22,-20000,10000,-1000000,0)
set(23,-20000,10000,-1000000,0)
set(22,-20000,-10000,-1000000,0)
set(23,-20000,-10000,-1000000,0)

set(22,10000,20000,-1000000,0)
set(23,10000,20000,-1000000,0)
set(22,10000,-20000,-1000000,0)
set(23,10000,-20000,-1000000,0)
set(22,-10000,20000,-1000000,0)
set(23,-10000,20000,-1000000,0)
set(22,-10000,-20000,-1000000,0)
set(23,-10000,-20000,-1000000,0)

fix(51,0,10000,-99929000,0)
fix(51,0,-10000,-99929000,0)
fix(51,10000,0,-99929000,90)
fix(51,-10000,0,-99929000,90)
