
name(Introductory Stage)

snap(5,5,-5)

sky(205,230,255)
fog(185,214,247)
ground(214,202,174)
polys(207,198,155)

fadefrom(8000)
density(8)

nlaps(3)

set(47,0,0,250,0)
set(10,0,0,250,0)p
set(10,0,5600,250,180)p
set(10,0,11200,250,0)p
set(26,0,11200,250,0)pr
set(10,0,16800,250,180)p
set(10,0,22400,250,0)p
set(10,0,28000,250,0)
chk(40,0,29000,250,0)
set(14,0,32550,250,-90)pt
set(22,-2310,32550,250,-90)p
set(18,-5670,32550,250,90)p
set(19,-10220,32550,250,0)pt
set(21,-10220,28000,250,0)p
set(15,-10220,22400,250,0)p
set(15,-10220,16800,250,0)p
set(35,-10220,17000,250,0)pr
fix(41,-10220,14000,-1200,0)
set(15,-10220,11200,250,180)p
set(15,-10220,5600,250,0)p
set(21,-10220,0,250,180)p
set(19,-10220,-4550,250,90)pt
set(22,-7910,-4550,250,-90)p
set(10,-4550,-4550,250,90)
chk(40,-2000,-4550,250,90)
set(14,0,-4550,250,180)pt

set(24,-4550,0,250,180)
set(16,-4550,2800,250,0)
set(15,-4550,8400,250,0)
set(15,-4550,14000,250,0)
set(15,-4550,19600,250,0)
set(15,-4550,25200,250,0)
set(24,-4550,28000,250,0)
set(33,-4550,10000,250,0)
set(33,-4550,14000,250,0)
set(33,-4550,18000,250,0)


maxr(10,4000,-6000)
maxb(4,-8400,-12800)
maxt(4,39600,-12800)
maxl(10,-15200,-6000)





