snap(15,15,-20)
sky(197,209,255)
ground(201,186,167)
polys(201,186,167)
texture(255,122,0,41)
fadefrom(0)
clouds(208,175,230,7,-1500)
mountains(-132)

name(Twisted Revenge)
nlaps(10)

set(77,1200000000,0,-1200000000,0)

set(47,0,0,250,0)
set(10,0,0,250,0)p
set(10,0,5600,250,0)p
set(10,0,11200,250,0)p
set(45,0,11200,250,0)
set(13,-1520,16830,250,30)p
chk(40,-3040,19660,250,0)
set(12,-1520,22490,250,-30)p

set(10,0,28120,250,0)p
set(14,0,32670,250,-90)pt
set(20,-4550,32670,250,-90)p
set(15,-10150,32670,250,-90)p
set(15,-15750,32670,250,-90)
set(35,-15950,32670,250,-90)pr
set(15,-21350,32670,250,90)p
set(15,-26950,32670,250,90)p
set(35,-24400,32670,250,-90)
chk(42,-28950,32670,250,90)
set(17,-31500,32670,250,0)pt
set(15,-31500,28120,250,0)p
set(15,-31500,22520,250,180)p
set(15,-31500,16920,250,0)p
set(15,-31500,11320,250,0)

set(35,-31000,12170,250,180)
set(35,-32000,12170,250,0)pr
set(15,-31500,11320,250,0)
set(20,-31500,5720,250,180)p
set(13,-29980,90,250,30)p
set(10,-28460,-5540,250,0)
chk(40,-28460,-5540,250,0)
set(13,-26940,-11170,250,30)p
set(10,-25420,-16800,250,180)
chk(40,-25420,-16800,250,0)
set(14,-25420,-21350,250,90)pt
set(10,-20870,-21350,250,90)p
set(23,-18070,-21350,250,90)
set(32,-17070,-21700,250,-90)pr
set(23,-12950,-21350,250,-90)p
set(10,-10150,-21350,250,-90)p
set(10,-4550,-21350,250,90)p
chk(40,-4550,-21350,250,90)
set(14,0,-21350,250,180)pt
set(10,0,-16800,250,0)p
set(10,0,-11200,250,0)p
set(10,0,-5600,250,0)p
set(26,0,-2800,250,0)pr


set(23,-15510,-18500,250,0)
set(10,-15510,-15700,250,180)
set(20,-15510,-10100,250,180)pf
set(15,-15510,-4500,250,180)p
set(15,-15510,1100,250,0)p
set(34,-15510,2900,250,180)pr
set(16,-15510,6700,250,0)p
fix(41,-15510,6700,-2000,0)
set(34,-15510,10500,250,0)
set(15,-15510,12300,250,0)
set(15,-15510,17900,250,0)
set(15,-15510,23500,250,0)
set(24,-15510,26300,250,0)


set(24,-7755,26300,250,0)
set(44,-7755,23500,250,0)
set(43,-7755,17900,250,0)
set(43,-7755,12300,250,180)
set(43,-7755,6700,250,180)
set(43,-7755,1100,250,0)
set(43,-7755,-4500,250,180)
set(44,-7755,-10100,250,180)
set(24,-7755,-12900,250,180)


set(24,-23505,26300,250,0)
set(15,-23505,23500,250,0)
set(16,-23505,17900,250,0)
set(15,-23505,12300,250,0)
set(16,-23505,6700,250,0)
set(16,-23505,1100,250,0)
set(15,-23505,-4500,250,0)
set(24,-23505,-7300,250,180)



set(65,-3770,-9026,250,0)
set(65,-454,19102,250,90)
set(65,-11338,23908,250,180)
set(65,-26582,25204,250,-90)
set(65,-30994,-1956,250,0)
set(65,-19806,-8454,250,90)
set(65,-12390,-17696,250,180)
set(66,-28332,30134,250,-90)
set(66,-19602,22862,250,0)
set(66,-2338,27200,250,90)
set(66,-2368,9130,250,180)
set(66,-12326,3064,250,-90)
