snap(0,0,0)
sky(0,0,0)
ground(0,0,0)
texture(0,0,0,0)
fadefrom(0)
stars()
name(Madness in Space)
nlaps(1)

set(23,0,1600,-100000000,180)

chk(40,0,40000,-99990000,0)

chk(40,0,40000,-100010000,0)

chk(40,-20000,60000,-100000000,90)

chk(40,0,60000,-100010000,0)

chk(40,20000,40000,-99990000,90)

chk(40,0,20000,-100000000,0)

chk(40,0,20000,-99980000,90)

set(38,0,0,-99980000,90)
chk(40,0,0,-99980000,0)

chk(40,-20000,-20000,-99990000,0)

chk(40,20000,-20000,-100000000,90)

chk(40,20000,40000,-100000000,90)

chk(40,20000,40000,-100001000,0)

chk(40,20000,-20000,-100001000,0)

set(37,-20000,-20000,-100001000,0)
chk(40,-20000,-20000,-100000000,90)

chk(40,-20000,5000,-100000000,90)

chk(40,-20000,30000,-100000000,0)

set(38,0,30000,-99990000,0)
chk(40,0,30000,-99990000,0)
set(38,0,30000,-99990000,90)

set(37,20000,10000,-99991000,0)
chk(40,20000,10000,-99990000,0)
set(37,20000,10000,-99989000,0)

chk(40,0,0,-100010000,0)
set(37,0,0,-100010000,90)

set(38,0,0,-100010000,0)
set(38,0,0,-100010000,90)

set(10,0,-1000,-100000000,180)
set(23,0,-3600,-100000000,0)

set(37,0,30000,-100000000,0)
set(37,0,30000,-100000000,90)

set(23,0,100000,-100000000,180)
set(23,0,100000,-100000000,0)

fix(41,0,40000,-100000000,0)
fix(41,0,40000,-100000000,90)

set(38,0,-10000,-100000000,0)
set(38,0,-10000,-100000000,90)
