snap(15,-20,-50)
sky(194,224,255)
ground(188,194,171)
polys(188,194,171)
clouds(255,255,255,10,-1281)
texture(255,0,0,47)
fadefrom(0)
mountains(54338)

name(Digger's Revenge)
nlaps(2)

set(77,-1000000000,-1000000000,-750000000,45)

set(47,0,0,250,0)
set(10,0,0,250,0)p
set(14,0,4550,250,-90)pt
set(10,-4550,4550,250,-90)pr
set(26,-6700,4550,250,90)pr
set(10,-10150,4550,250,90)p
set(26,-7900,4550,250,-90)
set(10,-15750,4550,250,-90)p
set(10,-21350,4550,250,-90)p
set(14,-25900,4550,250,90)pt
chk(40,-25900,6300,250,0)
set(14,-25900,8050,250,0)pt
set(10,-21350,8050,250,90)p
set(45,-20300,8050,250,-90)
set(10,-15750,8050,250,-90)p
set(10,-10150,8050,250,90)p
set(10,-4550,8050,250,-90)p
set(14,0,8050,250,180)pt
set(10,0,12600,250,180)p
chk(40,0,15400,250,0)
set(14,0,17150,250,-90)pt
set(10,-4550,17150,250,90)pr
set(78,-7186,17150,250,0)pr
set(10,-10150,17150,250,90)p
set(20,-15750,17150,250,-90)p
set(15,-21350,17150,250,90)p
set(17,-25900,17150,250,90)pt
chk(42,-25900,18900,250,0)
set(17,-25900,20650,250,0)pt
set(15,-21350,20650,250,-90)p
set(33,-21350,20650,250,-90)
set(15,-15750,20650,250,90)p
set(16,-10150,20650,250,-90)p
set(15,-4550,20650,250,-90)p
set(17,0,20650,250,180)pt
chk(42,0,22400,250,0)
set(15,0,25200,250,180)p
set(17,0,29750,250,-90)pt
set(15,-4550,29750,250,-90)p
set(62,-4550,29750,250,90)pr
set(16,-10150,29750,250,-90)p
set(15,-15750,29750,250,90)p
set(15,-21350,29750,250,-90)p
set(17,-25900,29750,250,90)pt
chk(42,-25900,31500,250,0)
set(17,-25900,33250,250,0)pt
set(15,-21350,33250,250,-90)
set(35,-21350,33250,250,90)pr
set(15,-15750,33250,250,-90)p
set(15,-10150,33250,250,90)p
set(62,-10150,33650,250,90)
set(63,-8150,32850,250,90)
set(15,-4550,33250,250,-90)p
set(17,0,33250,250,180)pt
set(15,0,37800,250,180)p
set(17,0,42350,250,0)pt
chk(42,1750,42350,250,90)
set(17,3500,42350,250,-90)pt
set(44,3500,37800,250,0)pf
set(43,3500,32200,250,0)p
set(44,3500,26600,250,180)
set(34,3500,26600,250,180)pr
set(24,3500,23800,250,180)p
fix(41,3500,21760,-2500,0)
set(23,3500,19600,250,180)p
set(10,3500,16800,250,180)p
set(10,3500,11200,250,180)p
set(10,3500,5600,250,0)p
set(10,3500,0,250,0)p
set(14,3500,-4550,250,180)pt
chk(40,1750,-4550,250,90)
set(14,0,-4550,250,90)pt



set(73,-3675,-2725,250,0)
set(73,2075,975,250,90)
set(73,-12250,6575,250,180)
set(73,-14200,1450,250,-90)
set(73,-22400,6600,250,0)
set(73,-20275,1275,250,90)
set(73,-17075,14025,250,-90)
set(73,-10525,12875,250,0)
set(73,-5275,9800,250,90)
set(73,-6050,15050,250,180)
set(73,-28075,20575,250,-90)
set(73,-27975,9750,250,90)
set(73,-25550,-100,250,180)
set(73,-21000,-4425,250,180)
set(73,-24592,26200,250,-90)
set(73,-21541,22879,250,0)
set(73,-12179,23261,250,180)
set(73,-7107,22625,250,-90)
set(73,-4110,27134,250,0)
set(73,-9429,26675,250,90)
set(73,-2841,24650,250,180)
set(73,-13798,31461,250,-90)
set(73,-24866,35379,250,0)
set(73,-24353,39375,250,180)
set(73,-3475,39822,250,90)
set(73,-5743,36933,250,180)
set(73,6269,38541,250,-90)
set(73,5540,28678,250,0)
set(73,5297,17747,250,90)
set(73,869,18983,250,180)
set(73,1815,4513,250,-90)
set(73,5703,7348,250,0)
set(73,5568,2272,250,90)
set(73,-3686,-1566,250,-90)
set(74,-3389,-2133,250,0)
set(74,-12038,-853,250,180)
set(74,-8285,-583,250,-90)
set(74,-19484,-3363,250,0)
set(74,-15677,-4308,250,180)
set(74,-26049,1784,250,0)
set(74,-24348,-2887,250,90)
set(74,-17490,5834,250,180)
set(74,-28322,4705,250,-90)
set(74,-25510,13186,250,0)
set(74,-17734,10891,250,90)
set(74,-12622,14820,250,180)
set(74,-12973,11391,250,-90)
set(74,-2178,11028,250,180)
set(74,2106,12918,250,-90)
set(74,-9432,18580,250,0)
set(74,-18097,24283,250,0)
set(74,-14938,24904,250,-90)
set(74,-6436,25471,250,0)
set(74,-4816,22636,250,90)
set(74,-22056,39659,250,180)
set(74,-23838,36554,250,-90)
set(74,-18384,39794,250,0)
set(74,-3680,37095,250,180)
set(74,-9674,35853,250,-90)
set(74,-13265,37824,250,0)
set(74,528,32856,250,90)
set(74,5550,41199,250,180)
set(74,5955,30741,250,-90)
set(74,1673,18016,250,0)
set(74,-14,6558,250,90)
set(74,-5954,6639,250,180)
set(74,5623,-238,250,-90)
set(74,-5239,-513,250,0)
set(75,-7075,-3483,250,90)
set(75,-20120,5975,250,180)
set(75,-23549,12536,250,-90)
set(75,-19850,11942,250,90)
set(75,-10517,19146,250,180)
set(75,-19635,26501,250,0)
set(75,-14046,26771,250,90)
set(75,-601,31596,250,-90)
set(75,-13539,41012,250,0)
set(75,-10677,38906,250,90)
set(75,-16698,38069,250,180)
set(75,-5925,40445,250,-90)
set(75,-500,43566,250,0)
set(75,-5657,42378,250,90)
set(75,5683,36573,250,180)
set(75,5456,22032,250,-90)
set(75,2702,21969,250,0)
set(75,4808,13761,250,90)
set(75,5256,4190,250,180)
set(69,-7959,-364,250,90)
set(69,-27796,2121,250,180)
set(69,-13397,12796,250,-90)
set(69,-6221,26820,250,0)
set(69,-11631,40903,250,90)
set(69,4774,16692,250,180)
set(67,1122,6191,250,-90)
set(67,-17353,27051,250,90)
set(67,543,31624,250,180)
set(66,-3642,39049,250,-90)
set(66,-14428,25698,250,0)
set(65,-6241,10904,250,90)
set(68,-19821,-2150,250,-90)
set(68,-25237,27295,250,0)
set(65,1258,18986,250,90)
pile(7617,4,4,-6005,-3555)
pile(3338,4,4,-7125,-3030)
pile(5345,6,5,-7650,-3800)
pile(9718,6,5,-18975,-1540)
pile(8063,6,5,-18135,-910)
pile(1304,4,4,-18730,-105)
pile(5497,4,4,-19920,-210)
