snap(-80,-80,-80)
sky(0,0,0)
ground(50,50,50)
polys(100,100,100)
clouds(100,100,100,0,-1000)
fadefrom(0)
mountains(49529)
nlaps(1)
lights()
stars()
name(DeLiberation)

set(77,0,0,-2000000000,0)

fix(41,0,70200,-500,0)
fix(41,0,70200,-500,90)

set(24,0,-2800,250,180)p
set(15,0,0,250,0)p
set(15,0,5600,250,0)p
set(35,200,5600,250,0)pr
set(15,0,11200,250,0)p
set(15,0,16800,250,0)p
set(15,0,22400,250,0)p
set(15,0,28000,250,0)p
chk(42,0,29000,250,0)
set(17,0,32550,250,-90)
set(20,-4550,32550,250,90)p
set(26,-8825,32550,250,90)pr
set(10,-10150,32550,250,90)p
set(10,-15750,32550,250,90)p
set(10,-21350,32550,250,90)p
set(14,-25900,32550,250,0)
chk(40,-25900,30800,250,0)
set(14,-25900,29050,250,90)
set(10,-21350,29050,250,90)p
set(10,-15750,29050,250,90)p
chk(40,-12950,29050,250,90)
set(10,-10150,29050,250,90)p
set(26,-7765,29050,250,-90)pr
set(23,-7350,29050,250,90)p

set(23,4210,29050,250,-90)p
set(10,7010,29050,250,90)p
set(26,8963,29050,250,-90)
chk(40,9810,29050,250,90)
set(10,12610,29050,250,90)p
set(14,17160,29050,250,-90)
set(13,18680,24470,250,30)p
chk(40,20200,21640,250,0)
set(12,18680,18810,250,-30)p
chk(40,17160,15980,250,0)
set(12,15640,13150,250,-30)p
chk(40,14120,10320,250,0)
set(13,15640,7490,250,30)p
chk(40,17160,4660,250,0)
set(13,18680,1830,250,30)p
chk(40,20200,-1000,250,0)
set(13,21720,-3830,250,30)p
chk(40,23240,-6660,250,0)
set(14,23240,-8410,250,180)
set(13,18660,-9930,250,-60)p
set(32,15454,-11800,250,90)
set(10,13030,-11450,250,-90)p

set(22,9670,-11450,250,-90)p
set(18,6310,-11450,250,-90)p
set(18,710,-11450,250,-90)p
set(18,-4890,-11450,250,-90)p
set(18,-10490,-11450,250,90)p
chk(40,-13290,-11450,250,90)
set(19,-15040,-11450,250,90)
set(25,-16650,-9380,250,90)
set(36,-17760,-9380,250,90)
set(18,-15040,-7608,250,180)p
set(22,-15040,-4248,250,0)p
set(11,-15040,-1300,250,180)p
set(20,-15040,4300,250,180)p
chk(42,-15040,7100,250,0)
set(17,-15040,8850,250,-90)
set(44,-19590,8850,250,-90)p
chk(42,-22390,8850,250,90)
set(44,-25190,8850,250,90)p
set(17,-29740,8850,250,0)
set(21,-29740,4300,250,180)p
set(36,-31550,2480,250,90)
set(18,-29740,-1300,250,180)p
set(36,-27930,-3120,250,-90)
set(19,-29740,-5850,250,90)
chk(40,-27430,-5850,250,90)
set(22,-27430,-5850,250,-90)p
set(14,-25120,-5850,250,180)
set(10,-25120,-1300,250,180)p
set(23,-25120,1500,250,180)p
set(52,-25470,2248,250,0)

set(23,-18800,5400,250,90)
set(23,-17680,5400,250,-90)
set(37,-18800,5400,250,180)
