name(The Stretch)
snap(22,-5,-30)
sky(199,225,255)
ground(203,204,200)
polys(203,204,200)
clouds(199,226,255,0,-1500)
texture(0,10,255,55)
fadefrom(0)
mountains(616344)

nlaps(1)

set(77,0,0,-2000000000,0)

set(23,0,-2800,250,0)
set(47,0,0,250,0)
set(10,0,0,250,0)
set(10,0,5600,250,180)
set(10,0,11200,250,0)pr
set(28,0,16164,250,0)pr
set(10,0,21128,250,0)
set(20,0,26728,250,180)
set(15,0,32328,250,0)
set(15,0,37928,250,0)
set(15,0,43528,250,0)
set(35,0,43528,250,0)pr
set(15,0,49128,250,0)
set(15,0,54728,250,180)
set(15,0,60328,250,180)
set(15,0,65928,250,0)
chk(42,0,65928,250,0)
set(20,0,71528,250,0)
set(10,0,77128,250,180)pr
set(29,0,82092,250,180)pr
set(10,0,87056,250,180)
set(20,0,92656,250,180)
set(44,0,98256,250,180)
set(43,0,103856,250,180)
set(43,0,109456,250,0)pr
set(43,0,115056,250,0)
set(62,0,115056,250,0)pr
set(43,0,120656,250,0)
set(43,0,126256,250,0)
set(44,0,131856,250,0)
chk(42,0,134656,250,0)
set(15,0,137456,250,0)
set(15,0,143056,250,0)
set(33,0,143056,250,0)
set(15,0,148656,250,0)
set(33,0,148656,250,0)
set(15,0,154256,250,0)
set(33,0,154256,250,0)
set(24,0,157056,250,0)

set(23,-3040,161570,250,0)
set(10,-3040,164370,250,0)
set(38,-3040,164370,250,0)

set(23,3040,161570,250,0)
set(10,3040,164370,250,0)
chk(40,3040,164370,250,0)

set(12,-1520,170000,250,-30)
set(13,1520,170000,250,30)

set(10,0,175630,250,0)
set(10,0,181230,250,180)pr
set(10,0,186830,250,0)
set(27,0,186830,250,0)pr
fix(41,0,189830,-1600,0)
set(10,0,192430,250,0)
set(10,0,198030,250,0)
set(10,0,203630,250,180)

set(23,-3000,209000,250,-90)
set(23,-3000,209000,250,90)
set(37,-3600,209000,250,0)
set(37,-2400,209000,250,0)

set(23,3000,209000,250,-90)
set(23,3000,209000,250,90)
set(37,3600,209000,250,0)
set(37,2400,209000,250,0)

set(23,-1700,217000,250,0)
set(23,-1700,217000,250,180)
set(37,-1550,217600,250,0)
set(37,-1850,216400,250,0)

set(23,-2700,225000,250,0)
set(23,-2700,225000,250,180)
set(37,-2550,225600,250,0)
set(37,-2850,224400,250,0)

set(23,-1700,233000,250,0)
