snap(-99,10000,-99)
sky(0,0,0)
fog(0,0,0)
ground(0,0,0)
fadefrom(8000)
density(2)
name(Shootout Central)
nlaps(0)

set(15,0,0,250,0)
set(15,0,0,250,90)
fix(41,0,0,-500,0)
fix(41,0,0,-500,90)
set(34,0,0,250,0)pr
set(34,0,0,250,90)pr
set(15,0,3900,250,180)
set(15,-3900,0,250,-90)
set(15,3900,0,250,90)
set(15,0,-3900,250,0)
set(24,0,6700,250,0)
set(24,-6700,0,250,90)
set(24,6700,0,250,-90)
set(24,0,-6700,250,180)

set(31,13900,13900,250,135)
set(31,-13900,13900,250,-135)
set(31,-13900,-13900,250,-45)
set(31,13900,-13900,250,45)

set(33,2900,2900,250,-45)
set(33,-2900,2900,250,45)
set(33,-2900,-2900,250,135)
set(33,2900,-2900,250,-135)
set(55,6000,6000,250,135)
set(55,-6000,6000,250,-135)
set(55,-6000,-6000,250,-45)
set(55,6000,-6000,250,45)
set(35,0,6500,250,180)
set(35,-6500,0,250,-90)
set(35,6500,0,250,90)
set(35,0,-6500,250,0)

set(14,-21000,21000,250,0)
set(10,-16800,21000,250,90)
set(10,-11200,21000,250,90)
set(26,-11200,21000,250,-90)
set(26,-9200,21000,250,90)
set(10,-5600,21000,250,90)
set(10,0,21000,250,90)
set(10,5600,21000,250,90)
set(26,9200,21000,250,-90)
set(26,11200,21000,250,90)
set(10,11200,21000,250,90)
set(10,16800,21000,250,90)
set(14,21000,21000,250,-90)

set(20,21000,16800,250,0)
set(44,21000,11200,250,0)
set(35,21000,11200,250,0)
set(43,21000,5600,250,0)
set(43,21000,0,250,0)
set(43,21000,-5600,250,0)
set(35,21000,-11200,250,0)
set(44,21000,-11200,250,180)
set(21,21000,-16800,250,180)

set(19,-21000,-21000,250,90)
set(18,-16800,-21000,250,90)
set(18,-11200,-21000,250,90)
set(36,-11200,-22900,250,180)
set(18,-5600,-21000,250,90)
set(18,0,-21000,250,90)
set(18,5600,-21000,250,90)
set(36,11200,-22900,250,180)
set(18,11200,-21000,250,90)
set(18,16800,-21000,250,90)
set(19,21000,-21000,250,180)

set(20,-21000,16800,250,0)
set(44,-21000,11200,250,0)
set(35,-21000,11200,250,180)
set(43,-21000,5600,250,180)
set(43,-21000,0,250,180)
set(43,-21000,-5600,250,180)
set(35,-21000,-11200,250,180)
set(44,-21000,-11200,250,180)
set(21,-21000,-16800,250,180)

set(37,10000,10000,250,0)
set(37,10000,-10000,250,0)
set(37,-10000,-10000,250,0)
set(37,-10000,10000,250,0)
set(37,10000,10000,250,90)
set(37,10000,-10000,250,90)
set(37,-10000,-10000,250,90)
set(37,-10000,10000,250,90)

set(37,10000,15000,250,0)
set(37,10000,-15000,250,0)
set(37,-10000,-15000,250,0)
set(37,-10000,15000,250,0)
set(37,10000,15000,250,90)
set(37,10000,-15000,250,90)
set(37,-10000,-15000,250,90)
set(37,-10000,15000,250,90)

set(37,15000,10000,250,0)
set(37,15000,-10000,250,0)
set(37,-15000,-10000,250,0)
set(37,-15000,10000,250,0)
set(37,15000,10000,250,90)
set(37,15000,-10000,250,90)
set(37,-15000,-10000,250,90)
set(37,-15000,10000,250,90)

set(37,0,13000,250,0)
set(37,-13000,0,250,0)
set(37,13000,0,250,0)
set(37,0,-13000,250,0)
set(37,0,13000,250,90)
set(37,-13000,0,250,90)
set(37,13000,0,250,90)
set(37,0,-13000,250,90)

set(36,0,10000,250,180)
set(36,1400,10000,250,180)
set(36,-1400,10000,250,180)

set(36,-10000,0,250,-90)
set(36,-10000,1400,250,-90)
set(36,-10000,-1400,250,-90)

set(36,10000,0,250,90)
set(36,10000,1400,250,90)
set(36,10000,-1400,250,90)

set(36,0,-10000,250,0)
set(36,1400,-10000,250,0)
set(36,-1400,-10000,250,0)

set(27,4900,8900,250,0)
set(27,-4900,8900,250,0)
set(27,-4900,-8900,250,180)
set(27,4900,-8900,250,180)

maxt(14,25000,-35000)
maxb(14,-25000,-35000)
maxr(14,25000,-35000)
maxl(14,-25000,-35000)
