
//snap(0,0,0)
snap(-20,-70,80)

sky(96,120,120)
fog(38,45,79)
ground(120,180,130)

fadefrom(3000)

name(Seafloor Graveyard)

nlaps(5)

set(16,0,0,0)p
set(20,0,5600,0)p
chk(40,0,8400,0)
set(13,-1500,11200,30)
set(14,-3000,15780,0)pt
chk(40,-1000,15780,90)
set(10,1000,15780,90)p
set(36,1000,17480,0)
set(36,2200,17480,0)
set(36,3400,17480,0)ph
set(36,4600,17480,0)
set(36,5800,17480,0)
set(10,6000,15780,90)p
set(14,10000,15780,-90)pt
set(10,10000,11900,0)p
set(14,10000,8000,180)pt
chk(40,8000,8000,90)
set(10,6000,8000,90)p
set(26,4000,8000,90)pr


set(37,-3000,6000,90)
set(37,-5000,6000,0)
set(37,-7000,6000,90)
set(37,-9000,5000,90)
set(37,-11000,4000,90)
set(37,-13000,3000,0)
set(37,-3000,3000,0)
set(37,-5000,3000,90)
set(37,-7000,3000,0)
set(37,-9000,3000,90)
set(37,-3000,1000,0)
set(37,-5000,1000,0)
set(37,-7000,1000,90)
set(37,-9000,1000,90)
set(37,-11000,1000,0)
set(37,-13000,1000,90)
set(37,-3000,-1500,90)
set(37,-5000,-1500,0)
set(37,-7000,-1500,90)
set(37,-9000,-1500,0)
set(37,-11000,-1500,0)
set(37,-13000,-1500,90)
set(37,-3000,-3500,0)
set(37,-5000,-3500,90)
set(37,-3000,-6000,90)
set(37,-5000,-6000,90)
set(37,-3000,-8500,0)
set(37,-5000,-8500,90)

set(10,-6000,8000,90)p
set(13,-11600,6500,120)
set(14,-16180,5000,0)pr
chk(40,-16180,3000,0)
set(10,-16180,1000,0)p
set(36,-18000,600,90)ph
set(36,-18000,-600,90)ph
set(14,-16180,-3000,90)pr
set(10,-12000,-3000,90)p
set(14,-8000,-3000,-90)
chk(40,-8000,-5000,0)
set(10,-8000,-7000,0)p
set(26,-8000,-9000,180)pr

set(10,-8000,-19000,0)
set(30,-8000,-18000,0)
set(13,-6500,-24600,30)
chk(40,-5000,-27680,0)
set(14,-5000,-29180,180)pt
set(10,-9000,-29180,90)p
set(14,-13000,-29180,0)pt
chk(40,-13000,-30680,0)
set(13,-11500,-33760,30)
set(14,-10000,-38340,180)pt
chk(40,-11500,-38340,90)
set(12,-14580,-36840,60)
set(14,-19160,-35340,90)pt
chk(40,-19160,-33840,0)
set(10,-19160,-31000,0)p
set(38,-19160,-30000,0)
set(38,-19160,-29000,0)
set(38,-19160,-28000,0)
set(38,-19160,-27000,0)
set(38,-19160,-26000,0)
set(38,-19160,-25000,0)
set(38,-19160,-24000,0)
set(38,-19160,-23000,0)
set(26,-19160,-23000,0)pr
set(10,-19160,-25400,0)p
set(10,-19160,-23180,0)p
set(12,-17660,-17580,-30)
set(14,-16160,-13000,0)pt
set(22,-13300,-13000,90)
set(22,-14000,-13000,90)
set(33,-7500,-13000,90)
set(20,-10150,-13000,90)p
chk(42,-2550,-13000,90)
set(15,-4550,-13000,90)p
set(17,0,-13000,180)pt
set(34,0,-7500,0)pr
set(15,0,-8450,0)p
set(15,0,-5600,180)p
fix(41,0,-1000,-1500,0)s




maxr(13,12000,-40000)
maxl(13,-21000,-40000)
maxt(8,20000,-21000)
maxb(8,-40000,-21000)
